CFI_number,ICD10_code,description
47,"S2020XD unspecifi subsequent encounter""",ICD10CM-2020
47,"S2020XS unspecifi sequela""",ICD10CM-2020
47,S2021,Contusion of front wall of thorax
47,S20211,Contusion of right front wall of thorax
47,"S20211A initial encounter""",ICD10CM-2020
47,"S20211D subs encntr""",ICD10CM-2020
47,"S20211S sequela""",ICD10CM-2020
47,S20212,Contusion of left front wall of thorax
47,"S20212A initial encounter""",ICD10CM-2020
47,"S20212D subsequent encounter""",ICD10CM-2020
47,"S20212S sequela""",ICD10CM-2020
47,S20219,Contusion of unspecified front wall of thorax
47,"S20219A init encntr""",ICD10CM-2020
47,"S20219D subs encntr""",ICD10CM-2020
47,"S20219S sequela""",ICD10CM-2020
47,S2022,Contusion of back wall of thorax
47,S20221,Contusion of right back wall of thorax
47,"S20221A initial encounter""",ICD10CM-2020
47,"S20221D subsequent encounter""",ICD10CM-2020
47,"S20221S sequela""",ICD10CM-2020
47,S20222,Contusion of left back wall of thorax
47,"S20222A initial encounter""",ICD10CM-2020
47,"S20222D subsequent encounter""",ICD10CM-2020
47,"S20222S sequela""",ICD10CM-2020
47,S20229,Contusion of unspecified back wall of thorax
47,"S20229A init encntr""",ICD10CM-2020
47,"S20229D subs encntr""",ICD10CM-2020
47,"S20229S sequela""",ICD10CM-2020
47,S300,Contusion of lower back and pelvis
47,"S300XXA initial encounter""",ICD10CM-2020
47,"S300XXD subsequent encounter""",ICD10CM-2020
47,"S300XXS sequela""",ICD10CM-2020
47,S301,Contusion of abdominal wall
47,"S301XXA initial encounter""",ICD10CM-2020
47,"S301XXD subsequent encounter""",ICD10CM-2020
47,"S301XXS sequela""",ICD10CM-2020
47,S302,Contusion of external genital organs
47,S3020,Contusion of unspecified external genital organ
47,S30201," male"""
47,"S30201A male      init encntr""",ICD10CM-2020
47,"S30201D male      subs encntr""",ICD10CM-2020
47,"S30201S male      sequela""",ICD10CM-2020
47,S30202," female"""
47,"S30202A female    init""",ICD10CM-2020
47,"S30202D female    subs""",ICD10CM-2020
47,"S30202S female    sequela""",ICD10CM-2020
47,S3021,Contusion of penis
47,"S3021XA initial encounter""",ICD10CM-2020
47,"S3021XD subsequent encounter""",ICD10CM-2020
47,"S3021XS sequela""",ICD10CM-2020
47,S3022,Contusion of scrotum and testes
47,"S3022XA initial encounter""",ICD10CM-2020
47,"S3022XD subsequent encounter""",ICD10CM-2020
47,"S3022XS sequela""",ICD10CM-2020
47,S3023,Contusion of vagina and vulva
47,"S3023XA initial encounter""",ICD10CM-2020
47,"S3023XD subsequent encounter""",ICD10CM-2020
47,"S3023XS sequela""",ICD10CM-2020
47,S303,Contusion of anus
47,"S303XXA initial encounter""",ICD10CM-2020
47,"S303XXD subsequent encounter""",ICD10CM-2020
47,"S303XXS sequela""",ICD10CM-2020
47,S400,Contusion of shoulder and upper arm
47,S4001,Contusion of shoulder
47,S40011,Contusion of right shoulder
47,"S40011A initial encounter""",ICD10CM-2020
47,"S40011D subsequent encounter""",ICD10CM-2020
47,"S40011S sequela""",ICD10CM-2020
47,S40012,Contusion of left shoulder
47,"S40012A initial encounter""",ICD10CM-2020
47,"S40012D subsequent encounter""",ICD10CM-2020
47,"S40012S sequela""",ICD10CM-2020
47,S40019,Contusion of unspecified shoulder
47,"S40019A initial encounter""",ICD10CM-2020
47,"S40019D subsequent encounter""",ICD10CM-2020
47,"S40019S sequela""",ICD10CM-2020
47,S4002,Contusion of upper arm
47,S40021,Contusion of right upper arm
47,"S40021A initial encounter""",ICD10CM-2020
47,"S40021D subsequent encounter""",ICD10CM-2020
47,"S40021S sequela""",ICD10CM-2020
47,S40022,Contusion of left upper arm
47,"S40022A initial encounter""",ICD10CM-2020
47,"S40022D subsequent encounter""",ICD10CM-2020
47,"S40022S sequela""",ICD10CM-2020
47,S40029,Contusion of unspecified upper arm
47,"S40029A initial encounter""",ICD10CM-2020
47,"S40029D subsequent encounter""",ICD10CM-2020
47,"S40029S sequela""",ICD10CM-2020
47,S500,Contusion of elbow
47,S5000,Contusion of unspecified elbow
47,"S5000XA initial encounter""",ICD10CM-2020
47,"S5000XD subsequent encounter""",ICD10CM-2020
47,"S5000XS sequela""",ICD10CM-2020
47,S5001,Contusion of right elbow
47,"S5001XA initial encounter""",ICD10CM-2020
47,"S5001XD subsequent encounter""",ICD10CM-2020
47,"S5001XS sequela""",ICD10CM-2020
47,S5002,Contusion of left elbow
47,"S5002XA initial encounter""",ICD10CM-2020
47,"S5002XD subsequent encounter""",ICD10CM-2020
47,"S5002XS sequela""",ICD10CM-2020
47,S501,Contusion of forearm
47,S5010,Contusion of unspecified forearm
47,"S5010XA initial encounter""",ICD10CM-2020
47,"S5010XD subsequent encounter""",ICD10CM-2020
47,"S5010XS sequela""",ICD10CM-2020
47,S5011,Contusion of right forearm
47,"S5011XA initial encounter""",ICD10CM-2020
47,"S5011XD subsequent encounter""",ICD10CM-2020
47,"S5011XS sequela""",ICD10CM-2020
47,S5012,Contusion of left forearm
47,"S5012XA initial encounter""",ICD10CM-2020
47,"S5012XD subsequent encounter""",ICD10CM-2020
47,"S5012XS sequela""",ICD10CM-2020
47,S600,Contusion of finger without damage to nail
47,S6000,Contusion of unspecified finger without damage to nail
47,"S6000XA init encntr""",ICD10CM-2020
47,"S6000XD subs encntr""",ICD10CM-2020
47,"S6000XS sequela""",ICD10CM-2020
47,S6001,Contusion of thumb without damage to nail
47,S60011,Contusion of right thumb without damage to nail
47,"S60011A init encntr""",ICD10CM-2020
47,"S60011D subs encntr""",ICD10CM-2020
47,"S60011S sequela""",ICD10CM-2020
47,S60012,Contusion of left thumb without damage to nail
47,"S60012A init encntr""",ICD10CM-2020
47,"S60012D subs encntr""",ICD10CM-2020
47,"S60012S sequela""",ICD10CM-2020
47,S60019,Contusion of unspecified thumb without damage to nail
47,"S60019A init encntr""",ICD10CM-2020
47,"S60019D subs encntr""",ICD10CM-2020
47,"S60019S sequela""",ICD10CM-2020
47,S6002,Contusion of index finger without damage to nail
47,S60021,Contusion of right index finger without damage to nail
47,"S60021A init""",ICD10CM-2020
47,"S60021D subs""",ICD10CM-2020
47,"S60021S sequela""",ICD10CM-2020
47,S60022,Contusion of left index finger without damage to nail
47,"S60022A init""",ICD10CM-2020
47,"S60022D subs""",ICD10CM-2020
47,"S60022S sequela""",ICD10CM-2020
47,S60029,Contusion of unspecified index finger without damage to nail
47,"S60029A init""",ICD10CM-2020
47,"S60029D subs""",ICD10CM-2020
47,"S60029S sequela""",ICD10CM-2020
47,S6003,Contusion of middle finger without damage to nail
47,S60031,Contusion of right middle finger without damage to nail
47,"S60031A init""",ICD10CM-2020
47,"S60031D subs""",ICD10CM-2020
47,"S60031S sequela""",ICD10CM-2020
47,S60032,Contusion of left middle finger without damage to nail
47,"S60032A init""",ICD10CM-2020
47,"S60032D subs""",ICD10CM-2020
47,"S60032S sequela""",ICD10CM-2020
47,S60039,Contusion of unsp middle finger without damage to nail
47,"S60039A init""",ICD10CM-2020
47,"S60039D subs""",ICD10CM-2020
47,"S60039S sequela""",ICD10CM-2020
47,S6004,Contusion of ring finger without damage to nail
47,S60041,Contusion of right ring finger without damage to nail
47,"S60041A init""",ICD10CM-2020
47,"S60041D subs""",ICD10CM-2020
47,"S60041S sequela""",ICD10CM-2020
47,S60042,Contusion of left ring finger without damage to nail
47,"S60042A init""",ICD10CM-2020
47,"S60042D subs""",ICD10CM-2020
47,"S60042S sequela""",ICD10CM-2020
47,S60049,Contusion of unspecified ring finger without damage to nail
47,"S60049A init""",ICD10CM-2020
47,"S60049D subs""",ICD10CM-2020
47,"S60049S sequela""",ICD10CM-2020
47,S6005,Contusion of little finger without damage to nail
47,S60051,Contusion of right little finger without damage to nail
47,"S60051A init""",ICD10CM-2020
47,"S60051D subs""",ICD10CM-2020
47,"S60051S sequela""",ICD10CM-2020
47,S60052,Contusion of left little finger without damage to nail
47,"S60052A init""",ICD10CM-2020
47,"S60052D subs""",ICD10CM-2020
47,"S60052S sequela""",ICD10CM-2020
47,S60059,Contusion of unsp little finger without damage to nail
47,"S60059A init""",ICD10CM-2020
47,"S60059D subs""",ICD10CM-2020
47,"S60059S sequela""",ICD10CM-2020
47,S601,Contusion of finger with damage to nail
47,S6010,Contusion of unspecified finger with damage to nail
47,"S6010XA init encntr""",ICD10CM-2020
47,"S6010XD subs encntr""",ICD10CM-2020
47,"S6010XS sequela""",ICD10CM-2020
47,S6011,Contusion of thumb with damage to nail
47,S60111,Contusion of right thumb with damage to nail
47,"S60111A init encntr""",ICD10CM-2020
47,"S60111D subs encntr""",ICD10CM-2020
47,"S60111S sequela""",ICD10CM-2020
47,S60112,Contusion of left thumb with damage to nail
47,"S60112A init encntr""",ICD10CM-2020
47,"S60112D subs encntr""",ICD10CM-2020
47,"S60112S sequela""",ICD10CM-2020
47,S60119,Contusion of unspecified thumb with damage to nail
47,"S60119A init encntr""",ICD10CM-2020
47,"S60119D subs encntr""",ICD10CM-2020
47,"S60119S sequela""",ICD10CM-2020
47,S6012,Contusion of index finger with damage to nail
47,S60121,Contusion of right index finger with damage to nail
47,"S60121A init""",ICD10CM-2020
47,"S60121D subs""",ICD10CM-2020
47,"S60121S sequela""",ICD10CM-2020
47,S60122,Contusion of left index finger with damage to nail
47,"S60122A init encntr""",ICD10CM-2020
47,"S60122D subs encntr""",ICD10CM-2020
47,"S60122S sequela""",ICD10CM-2020
47,S60129,Contusion of unspecified index finger with damage to nail
47,"S60129A init encntr""",ICD10CM-2020
47,"S60129D subs encntr""",ICD10CM-2020
47,"S60129S sequela""",ICD10CM-2020
47,S6013,Contusion of middle finger with damage to nail
47,S60131,Contusion of right middle finger with damage to nail
47,"S60131A init""",ICD10CM-2020
47,"S60131D subs""",ICD10CM-2020
47,"S60131S sequela""",ICD10CM-2020
47,S60132,Contusion of left middle finger with damage to nail
47,"S60132A init""",ICD10CM-2020
47,"S60132D subs""",ICD10CM-2020
47,"S60132S sequela""",ICD10CM-2020
47,S60139,Contusion of unspecified middle finger with damage to nail
47,"S60139A init""",ICD10CM-2020
47,"S60139D subs""",ICD10CM-2020
47,"S60139S sequela""",ICD10CM-2020
47,S6014,Contusion of ring finger with damage to nail
47,S60141,Contusion of right ring finger with damage to nail
47,"S60141A init encntr""",ICD10CM-2020
47,"S60141D subs encntr""",ICD10CM-2020
47,"S60141S sequela""",ICD10CM-2020
47,S60142,Contusion of left ring finger with damage to nail
47,"S60142A init encntr""",ICD10CM-2020
47,"S60142D subs encntr""",ICD10CM-2020
47,"S60142S sequela""",ICD10CM-2020
47,S60149,Contusion of unspecified ring finger with damage to nail
47,"S60149A init encntr""",ICD10CM-2020
47,"S60149D subs encntr""",ICD10CM-2020
47,"S60149S sequela""",ICD10CM-2020
47,S6015,Contusion of little finger with damage to nail
47,S60151,Contusion of right little finger with damage to nail
47,"S60151A init""",ICD10CM-2020
47,"S60151D subs""",ICD10CM-2020
47,"S60151S sequela""",ICD10CM-2020
47,S60152,Contusion of left little finger with damage to nail
47,"S60152A init""",ICD10CM-2020
47,"S60152D subs""",ICD10CM-2020
47,"S60152S sequela""",ICD10CM-2020
47,S60159,Contusion of unspecified little finger with damage to nail
47,"S60159A init""",ICD10CM-2020
47,"S60159D subs""",ICD10CM-2020
47,"S60159S sequela""",ICD10CM-2020
47,S602,Contusion of wrist and hand
47,S6021,Contusion of wrist
47,S60211,Contusion of right wrist
47,"S60211A initial encounter""",ICD10CM-2020
47,"S60211D subsequent encounter""",ICD10CM-2020
47,"S60211S sequela""",ICD10CM-2020
47,S60212,Contusion of left wrist
47,"S60212A initial encounter""",ICD10CM-2020
47,"S60212D subsequent encounter""",ICD10CM-2020
47,"S60212S sequela""",ICD10CM-2020
47,S60219,Contusion of unspecified wrist
47,"S60219A initial encounter""",ICD10CM-2020
47,"S60219D subsequent encounter""",ICD10CM-2020
47,"S60219S sequela""",ICD10CM-2020
47,S6022,Contusion of hand
47,S60221,Contusion of right hand
47,"S60221A initial encounter""",ICD10CM-2020
47,"S60221D subsequent encounter""",ICD10CM-2020
47,"S60221S sequela""",ICD10CM-2020
47,S60222,Contusion of left hand
47,"S60222A initial encounter""",ICD10CM-2020
47,"S60222D subsequent encounter""",ICD10CM-2020
47,"S60222S sequela""",ICD10CM-2020
47,S60229,Contusion of unspecified hand
47,"S60229A initial encounter""",ICD10CM-2020
47,"S60229D subsequent encounter""",ICD10CM-2020
47,"S60229S sequela""",ICD10CM-2020
47,S700,Contusion of hip
47,S7000,Contusion of unspecified hip
47,"S7000XA initial encounter""",ICD10CM-2020
47,"S7000XD subsequent encounter""",ICD10CM-2020
47,"S7000XS sequela""",ICD10CM-2020
47,S7001,Contusion of right hip
47,"S7001XA initial encounter""",ICD10CM-2020
47,"S7001XD subsequent encounter""",ICD10CM-2020
47,"S7001XS sequela""",ICD10CM-2020
47,S7002,Contusion of left hip
47,"S7002XA initial encounter""",ICD10CM-2020
47,"S7002XD subsequent encounter""",ICD10CM-2020
47,"S7002XS sequela""",ICD10CM-2020
47,S701,Contusion of thigh
47,S7010,Contusion of unspecified thigh
47,"S7010XA initial encounter""",ICD10CM-2020
47,"S7010XD subsequent encounter""",ICD10CM-2020
47,"S7010XS sequela""",ICD10CM-2020
47,S7011,Contusion of right thigh
47,"S7011XA initial encounter""",ICD10CM-2020
47,"S7011XD subsequent encounter""",ICD10CM-2020
47,"S7011XS sequela""",ICD10CM-2020
47,S7012,Contusion of left thigh
47,"S7012XA initial encounter""",ICD10CM-2020
47,"S7012XD subsequent encounter""",ICD10CM-2020
47,"S7012XS sequela""",ICD10CM-2020
47,S800,Contusion of knee
47,S8000,Contusion of unspecified knee
47,"S8000XA initial encounter""",ICD10CM-2020
47,"S8000XD subsequent encounter""",ICD10CM-2020
47,"S8000XS sequela""",ICD10CM-2020
47,S8001,Contusion of right knee
47,"S8001XA initial encounter""",ICD10CM-2020
47,"S8001XD subsequent encounter""",ICD10CM-2020
47,"S8001XS sequela""",ICD10CM-2020
47,S8002,Contusion of left knee
47,"S8002XA initial encounter""",ICD10CM-2020
47,"S8002XD subsequent encounter""",ICD10CM-2020
47,"S8002XS sequela""",ICD10CM-2020
47,S801,Contusion of lower leg
47,S8010,Contusion of unspecified lower leg
47,"S8010XA initial encounter""",ICD10CM-2020
47,"S8010XD subsequent encounter""",ICD10CM-2020
47,"S8010XS sequela""",ICD10CM-2020
47,S8011,Contusion of right lower leg
47,"S8011XA initial encounter""",ICD10CM-2020
47,"S8011XD subsequent encounter""",ICD10CM-2020
47,"S8011XS sequela""",ICD10CM-2020
47,S8012,Contusion of left lower leg
47,"S8012XA initial encounter""",ICD10CM-2020
47,"S8012XD subsequent encounter""",ICD10CM-2020
47,"S8012XS sequela""",ICD10CM-2020
47,S900,Contusion of ankle
47,S9000,Contusion of unspecified ankle
47,"S9000XA initial encounter""",ICD10CM-2020
47,"S9000XD subsequent encounter""",ICD10CM-2020
47,"S9000XS sequela""",ICD10CM-2020
47,S9001,Contusion of right ankle
47,"S9001XA initial encounter""",ICD10CM-2020
47,"S9001XD subsequent encounter""",ICD10CM-2020
47,"S9001XS sequela""",ICD10CM-2020
47,S9002,Contusion of left ankle
47,"S9002XA initial encounter""",ICD10CM-2020
47,"S9002XD subsequent encounter""",ICD10CM-2020
47,"S9002XS sequela""",ICD10CM-2020
47,S901,Contusion of toe without damage to nail
47,S9011,Contusion of great toe without damage to nail
47,S90111,Contusion of right great toe without damage to nail
47,"S90111A init encntr""",ICD10CM-2020
47,"S90111D subs encntr""",ICD10CM-2020
47,"S90111S sequela""",ICD10CM-2020
47,S90112,Contusion of left great toe without damage to nail
47,"S90112A init encntr""",ICD10CM-2020
47,"S90112D subs encntr""",ICD10CM-2020
47,"S90112S sequela""",ICD10CM-2020
47,S90119,Contusion of unspecified great toe without damage to nail
47,"S90119A init encntr""",ICD10CM-2020
47,"S90119D subs encntr""",ICD10CM-2020
47,"S90119S sequela""",ICD10CM-2020
47,S9012,Contusion of lesser toe without damage to nail
47,S90121,Contusion of right lesser toe(s) without damage to nail
47,"S90121A init""",ICD10CM-2020
47,"S90121D subs""",ICD10CM-2020
47,"S90121S sequela""",ICD10CM-2020
47,S90122,Contusion of left lesser toe(s) without damage to nail
47,"S90122A init""",ICD10CM-2020
47,"S90122D subs""",ICD10CM-2020
47,"S90122S sequela""",ICD10CM-2020
47,S90129,Contusion of unsp lesser toe(s) without damage to nail
47,"S90129A init""",ICD10CM-2020
47,"S90129D subs""",ICD10CM-2020
47,"S90129S sequela""",ICD10CM-2020
47,S902,Contusion of toe with damage to nail
47,S9021,Contusion of great toe with damage to nail
47,S90211,Contusion of right great toe with damage to nail
47,"S90211A init encntr""",ICD10CM-2020
47,"S90211D subs encntr""",ICD10CM-2020
47,"S90211S sequela""",ICD10CM-2020
47,S90212,Contusion of left great toe with damage to nail
47,"S90212A init encntr""",ICD10CM-2020
47,"S90212D subs encntr""",ICD10CM-2020
47,"S90212S sequela""",ICD10CM-2020
47,S90219,Contusion of unspecified great toe with damage to nail
47,"S90219A init encntr""",ICD10CM-2020
47,"S90219D subs encntr""",ICD10CM-2020
47,"S90219S sequela""",ICD10CM-2020
47,S9022,Contusion of lesser toe with damage to nail
47,S90221,Contusion of right lesser toe(s) with damage to nail
47,"S90221A init""",ICD10CM-2020
47,"S90221D subs""",ICD10CM-2020
47,"S90221S sequela""",ICD10CM-2020
47,S90222,Contusion of left lesser toe(s) with damage to nail
47,"S90222A init""",ICD10CM-2020
47,"S90222D subs""",ICD10CM-2020
47,"S90222S sequela""",ICD10CM-2020
47,S90229,Contusion of unspecified lesser toe(s) with damage to nail
47,"S90229A init""",ICD10CM-2020
47,"S90229D subs""",ICD10CM-2020
47,"S90229S sequela""",ICD10CM-2020
47,S903,Contusion of foot
47,S9030,Contusion of unspecified foot
47,"S9030XA initial encounter""",ICD10CM-2020
47,"S9030XD subsequent encounter""",ICD10CM-2020
47,"S9030XS sequela""",ICD10CM-2020
47,S9031,Contusion of right foot
47,"S9031XA initial encounter""",ICD10CM-2020
47,"S9031XD subsequent encounter""",ICD10CM-2020
47,"S9031XS sequela""",ICD10CM-2020
47,S9032,Contusion of left foot
47,"S9032XA initial encounter""",ICD10CM-2020
47,"S9032XD subsequent encounter""",ICD10CM-2020
47,"S9032XS sequela""",ICD10CM-2020
48,R65,Symp and signs specifically assoc w sys inflam and infct
48,R651,SIRS of non-infectious origin
48,R6510,SIRS of non-infectious origin w/o acute organ dysfunction
48,R6511,SIRS of non-infectious origin w acute organ dysfunction
48,R652,Severe sepsis
48,R6520,Severe sepsis without septic shock
48,R6521,Severe sepsis with septic shock
48,T36,Systemic antibiotics
48,T360,Penicillins
48,T360X,Penicillins
48,T360X1," accidental (unintentional)"""
48,"T360X1A accidenta init""",ICD10CM-2020
48,"T360X1D accidenta subs""",ICD10CM-2020
48,"T360X1S accidenta sequela""",ICD10CM-2020
48,T360X2," intentional self-harm"""
48,"T360X2A intention init encntr""",ICD10CM-2020
48,"T360X2D intention subs encntr""",ICD10CM-2020
48,"T360X2S intention sequela""",ICD10CM-2020
48,T360X3," assault"""
48,"T360X3A assault   initial encounter""",ICD10CM-2020
48,"T360X3D assault   subsequent encounter""",ICD10CM-2020
48,"T360X3S assault   sequela""",ICD10CM-2020
48,T360X4," undetermined"""
48,"T360X4A undetermi initial encounter""",ICD10CM-2020
48,"T360X4D undetermi subsequent encounter""",ICD10CM-2020
48,"T360X4S undetermi sequela""",ICD10CM-2020
48,T360X5,Adverse effect of penicillins
48,"T360X5A initial encounter""",ICD10CM-2020
48,"T360X5D subsequent encounter""",ICD10CM-2020
48,"T360X5S sequela""",ICD10CM-2020
48,T360X6,Underdosing of penicillins
48,"T360X6A initial encounter""",ICD10CM-2020
48,"T360X6D subsequent encounter""",ICD10CM-2020
48,"T360X6S sequela""",ICD10CM-2020
48,T361,Cephalospor/oth beta-lactm antibiotics
48,T361X,Cephalospor/oth beta-lactm antibiotics
48,T361X1," acc"""
48,"T361X1A acc       init""",ICD10CM-2020
48,"T361X1D acc       subs""",ICD10CM-2020
48,"T361X1S acc       sequela""",ICD10CM-2020
48,T361X2," self-harm"""
48,"T361X2A slf-hrm   init""",ICD10CM-2020
48,"T361X2D slf-hrm   subs""",ICD10CM-2020
48,"T361X2S slf-hrm   sqla""",ICD10CM-2020
48,T361X3," assault"""
48,"T361X3A assault   init""",ICD10CM-2020
48,"T361X3D assault   subs""",ICD10CM-2020
48,"T361X3S asslt     sequela""",ICD10CM-2020
48,T361X4," undet"""
48,"T361X4A undet     init""",ICD10CM-2020
48,"T361X4D undet     subs""",ICD10CM-2020
48,"T361X4S undet     sequela""",ICD10CM-2020
48,T361X5,Adverse effect of cephalospor/oth beta-lactm antibiotics
48,"T361X5A init""",ICD10CM-2020
48,"T361X5D subs""",ICD10CM-2020
48,"T361X5S sequela""",ICD10CM-2020
48,T361X6,Underdosing of cephalospor/oth beta-lactm antibiotics
48,"T361X6A init""",ICD10CM-2020
48,"T361X6D subs""",ICD10CM-2020
48,"T361X6S sequela""",ICD10CM-2020
48,T362,Chloramphenicol group
48,T362X,Chloramphenicol group
48,T362X1," accidental"""
48,"T362X1A accidenta init""",ICD10CM-2020
48,"T362X1D accidenta subs""",ICD10CM-2020
48,"T362X1S accidenta sequela""",ICD10CM-2020
48,T362X2," intentional self-harm"""
48,"T362X2A self-harm init""",ICD10CM-2020
48,"T362X2D self-harm subs""",ICD10CM-2020
48,"T362X2S self-harm sequela""",ICD10CM-2020
48,T362X3," assault"""
48,"T362X3A assault   init encntr""",ICD10CM-2020
48,"T362X3D assault   subs encntr""",ICD10CM-2020
48,"T362X3S assault   sequela""",ICD10CM-2020
48,T362X4," undetermined"""
48,"T362X4A undetermi init""",ICD10CM-2020
48,"T362X4D undetermi subs""",ICD10CM-2020
48,"T362X4S undetermi sequela""",ICD10CM-2020
48,T362X5,Adverse effect of chloramphenicol group
48,"T362X5A initial encounter""",ICD10CM-2020
48,"T362X5D subs encntr""",ICD10CM-2020
48,"T362X5S sequela""",ICD10CM-2020
48,T362X6,Underdosing of chloramphenicol group
48,"T362X6A initial encounter""",ICD10CM-2020
48,"T362X6D subsequent encounter""",ICD10CM-2020
48,"T362X6S sequela""",ICD10CM-2020
48,T363,Macrolides
48,T363X,Macrolides
48,T363X1," accidental (unintentional)"""
48,"T363X1A accidenta init""",ICD10CM-2020
48,"T363X1D accidenta subs""",ICD10CM-2020
48,"T363X1S accidenta sequela""",ICD10CM-2020
48,T363X2," intentional self-harm"""
48,"T363X2A intention init encntr""",ICD10CM-2020
48,"T363X2D intention subs encntr""",ICD10CM-2020
48,"T363X2S intention sequela""",ICD10CM-2020
48,T363X3," assault"""
48,"T363X3A assault   initial encounter""",ICD10CM-2020
48,"T363X3D assault   subsequent encounter""",ICD10CM-2020
48,"T363X3S assault   sequela""",ICD10CM-2020
48,T363X4," undetermined"""
48,"T363X4A undetermi initial encounter""",ICD10CM-2020
48,"T363X4D undetermi subsequent encounter""",ICD10CM-2020
48,"T363X4S undetermi sequela""",ICD10CM-2020
48,T363X5,Adverse effect of macrolides
48,"T363X5A initial encounter""",ICD10CM-2020
48,"T363X5D subsequent encounter""",ICD10CM-2020
48,"T363X5S sequela""",ICD10CM-2020
48,T363X6,Underdosing of macrolides
48,"T363X6A initial encounter""",ICD10CM-2020
48,"T363X6D subsequent encounter""",ICD10CM-2020
48,"T363X6S sequela""",ICD10CM-2020
48,T364,Tetracyclines
48,T364X,Tetracyclines
48,T364X1," accidental (unintentional)"""
48,"T364X1A accidenta init""",ICD10CM-2020
48,"T364X1D accidenta subs""",ICD10CM-2020
48,"T364X1S accidenta sequela""",ICD10CM-2020
48,T364X2," intentional self-harm"""
48,"T364X2A intention init""",ICD10CM-2020
48,"T364X2D intention subs""",ICD10CM-2020
48,"T364X2S intention sequela""",ICD10CM-2020
48,T364X3," assault"""
48,"T364X3A assault   initial encounter""",ICD10CM-2020
48,"T364X3D assault   subsequent encounter""",ICD10CM-2020
48,"T364X3S assault   sequela""",ICD10CM-2020
48,T364X4," undetermined"""
48,"T364X4A undetermi initial encounter""",ICD10CM-2020
48,"T364X4D undetermi subs encntr""",ICD10CM-2020
48,"T364X4S undetermi sequela""",ICD10CM-2020
48,T364X5,Adverse effect of tetracyclines
48,"T364X5A initial encounter""",ICD10CM-2020
48,"T364X5D subsequent encounter""",ICD10CM-2020
48,"T364X5S sequela""",ICD10CM-2020
48,T364X6,Underdosing of tetracyclines
48,"T364X6A initial encounter""",ICD10CM-2020
48,"T364X6D subsequent encounter""",ICD10CM-2020
48,"T364X6S sequela""",ICD10CM-2020
48,T365,Aminoglycosides
48,T365X,Aminoglycosides
48,T365X1," accidental (unintentional)"""
48,"T365X1A accidenta init""",ICD10CM-2020
48,"T365X1D accidenta subs""",ICD10CM-2020
48,"T365X1S accidenta sequela""",ICD10CM-2020
48,T365X2," intentional self-harm"""
48,"T365X2A intention init""",ICD10CM-2020
48,"T365X2D intention subs""",ICD10CM-2020
48,"T365X2S intention sequela""",ICD10CM-2020
48,T365X3," assault"""
48,"T365X3A assault   initial encounter""",ICD10CM-2020
48,"T365X3D assault   subsequent encounter""",ICD10CM-2020
48,"T365X3S assault   sequela""",ICD10CM-2020
48,T365X4," undetermined"""
48,"T365X4A undetermi init encntr""",ICD10CM-2020
48,"T365X4D undetermi subs encntr""",ICD10CM-2020
48,"T365X4S undetermi sequela""",ICD10CM-2020
48,T365X5,Adverse effect of aminoglycosides
48,"T365X5A initial encounter""",ICD10CM-2020
48,"T365X5D subsequent encounter""",ICD10CM-2020
48,"T365X5S sequela""",ICD10CM-2020
48,T365X6,Underdosing of aminoglycosides
48,"T365X6A initial encounter""",ICD10CM-2020
48,"T365X6D subsequent encounter""",ICD10CM-2020
48,"T365X6S sequela""",ICD10CM-2020
48,T366,Rifampicins
48,T366X,Rifampicins
48,T366X1," accidental (unintentional)"""
48,"T366X1A accidenta init""",ICD10CM-2020
48,"T366X1D accidenta subs""",ICD10CM-2020
48,"T366X1S accidenta sequela""",ICD10CM-2020
48,T366X2," intentional self-harm"""
48,"T366X2A intention init encntr""",ICD10CM-2020
48,"T366X2D intention subs encntr""",ICD10CM-2020
48,"T366X2S intention sequela""",ICD10CM-2020
48,T366X3," assault"""
48,"T366X3A assault   initial encounter""",ICD10CM-2020
48,"T366X3D assault   subsequent encounter""",ICD10CM-2020
48,"T366X3S assault   sequela""",ICD10CM-2020
48,T366X4," undetermined"""
48,"T366X4A undetermi initial encounter""",ICD10CM-2020
48,"T366X4D undetermi subsequent encounter""",ICD10CM-2020
48,"T366X4S undetermi sequela""",ICD10CM-2020
48,T366X5,Adverse effect of rifampicins
48,"T366X5A initial encounter""",ICD10CM-2020
48,"T366X5D subsequent encounter""",ICD10CM-2020
48,"T366X5S sequela""",ICD10CM-2020
48,T366X6,Underdosing of rifampicins
48,"T366X6A initial encounter""",ICD10CM-2020
48,"T366X6D subsequent encounter""",ICD10CM-2020
48,"T366X6S sequela""",ICD10CM-2020
48,T367,A systemically used
48,T367X, systemically used
48,T367X1," sys used  accidental"""
48,"T367X1A sys used  acc       init""",ICD10CM-2020
48,"T367X1D sys used  acc       subs""",ICD10CM-2020
48,"T367X1S sys used  acc       sequela""",ICD10CM-2020
48,T367X2," sys used  self-harm"""
48,"T367X2A sys used  self-harm init""",ICD10CM-2020
48,"T367X2D sys used  self-harm subs""",ICD10CM-2020
48,"T367X2S sys used  self-harm sequela""",ICD10CM-2020
48,T367X3," sys used  assault"""
48,"T367X3A sys used  assault   init""",ICD10CM-2020
48,"T367X3D sys used  assault   subs""",ICD10CM-2020
48,"T367X3S sys used  assault   sequela""",ICD10CM-2020
48,T367X4," sys used  undetermined"""
48,"T367X4A sys used  undet     init""",ICD10CM-2020
